cpc,cohesin,e,time,distances
0.35,0.07,0.0075,5.416870e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.432129e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.447388e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.462646e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.477905e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.493164e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.508423e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.661011e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.676270e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.691528e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.706787e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.950928e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.966187e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.981445e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,5.996704e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,6.393433e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,6.408691e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,6.423950e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,6.439209e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,6.530762e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,6.546021e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,6.561279e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,6.576538e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,6.607056e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,6.622314e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,6.637573e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,6.652832e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.369995e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.385254e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.400513e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.415771e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.537842e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.553101e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.568359e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.583618e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.598877e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.614136e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.629395e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.644653e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.659912e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,7.675171e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 0.569379400360432 0.64838280789093 0.493253447016794 0.445259440891979] 
0.35,0.07,0.0075,9.277344e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136 0.493253447016794] 
0.35,0.07,0.0075,9.292603e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136 0.493253447016794] 
0.35,0.07,0.0075,9.307861e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136 0.493253447016794] 
0.35,0.07,0.0075,9.323120e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136 0.493253447016794] 
0.35,0.07,0.0075,9.384155e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136 0.493253447016794] 
0.35,0.07,0.0075,9.399414e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136 0.493253447016794] 
0.35,0.07,0.0075,9.414673e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136 0.493253447016794] 
0.35,0.07,0.0075,9.429932e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136 0.493253447016794] 
0.35,0.07,0.0075,9.750366e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,9.765625e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,9.780884e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,9.933472e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,9.948730e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,9.963989e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,9.979248e-03,[0.344008510340502 1.0600667852509 1.67716729549032 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.069641e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.071167e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.072693e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.074219e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.112366e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.113892e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.115417e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.116943e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.118469e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.119995e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.135254e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.136780e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.138306e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.139832e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.145935e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.147461e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.148987e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.150513e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.193237e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.194763e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.196289e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.197815e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.200867e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.202393e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.203918e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.205444e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.222229e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.223755e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.225281e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.226807e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.252747e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.254272e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.255798e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.257324e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.258850e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.260376e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.268005e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.269531e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.271057e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.272583e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.287842e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.289368e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.290894e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.292419e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.293945e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.295471e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.296997e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.298523e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.307678e-02,[0.344008510340502 2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.309204e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.310730e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.312256e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.316833e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.318359e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.319885e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.321411e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.379395e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.380920e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.382446e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.383972e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.394653e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.396179e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.397705e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.460266e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.461792e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.463318e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.464844e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.495361e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.496887e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.498413e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.499939e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.542664e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.544189e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.545715e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.547241e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.559448e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.560974e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.562500e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.564026e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.593018e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.594543e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.596069e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.597595e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.620483e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.622009e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.623535e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.625061e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.631165e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.632690e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.634216e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.635742e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.666260e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.667786e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.669312e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.670837e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.672363e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.673889e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.744080e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.745605e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.747131e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.748657e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.750183e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.751709e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.812744e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.814270e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.815796e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.817322e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.818848e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.820374e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.821899e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.823425e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.824951e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.826477e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.910400e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.911926e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.913452e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,1.914978e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.029419e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.030945e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.032471e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.033997e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.035522e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.037048e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.055359e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.056885e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.058411e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.059937e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.078247e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.079773e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.081299e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.082825e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.093506e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.095032e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.096558e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.098083e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.099609e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.101135e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.102661e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.117920e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.119446e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.120972e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.122498e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.174377e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.175903e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.177429e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.178955e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.195740e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.197266e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.198792e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.200317e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.201843e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.203369e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.214050e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.215576e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.217102e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.218628e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.252197e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.253723e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.255249e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.256775e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.261353e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.262878e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.264404e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.265930e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.278137e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.279663e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.281189e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.282715e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.284241e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.285767e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.287292e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.302551e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.304077e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.305603e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.307129e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.317810e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.319336e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.320862e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.322388e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.449036e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.450562e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.452087e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.453613e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.459717e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.461243e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
0.35,0.07,0.0075,2.462769e-02,[2.73723408074122 0.884203100653473 1.21776220825136] 
