rand_ID,cpc,cohesin,e,time,chr_length,distances
29,0.35,0.09,0.0067,0.002733,2.645720,[1.84664917461401 1.1306220149422] 
39,0.35,0.09,0.0067,0.017285,1.082340,[0.868449831024462 1.02873641124882] 
39,0.35,0.09,0.0067,0.020499,3.487540,[0.750626102284774 0.689509135255162 0.611743290823077 0.868449831024462 1.02873641124882 0.581470820305232 0.677642124314134 0.569416370302852 0.261847803222678] 
39,0.35,0.09,0.0067,0.016396,1.924160,[0.611743290823077 0.868449831024462 1.02873641124882 0.581470820305232] 
39,0.35,0.09,0.0067,0.012769,2.826110,[0.689509135255162 0.611743290823077 0.868449831024462 1.02873641124882 0.581470820305232 0.677642124314134] 
39,0.35,0.09,0.0067,0.019328,2.645720,[0.689509135255162 0.611743290823077 0.868449831024462 1.02873641124882 0.581470820305232 0.677642124314134] 
49,0.35,0.09,0.0067,0.019427,1.082340,[0.922267739596488 0.879847563085256] 
49,0.35,0.09,0.0067,0.020369,3.487540,[0.569031810183657 0.808574576498457 0.698522270215337 0.922267739596488 0.879847563085256 0.416177668758485 0.504109801158382 0.393725391098883 0.38148682554686 0.438956762077412] 
49,0.35,0.09,0.0067,0.019070,1.924160,[0.698522270215337 0.922267739596488 0.879847563085256 0.416177668758485 0.504109801158382] 
49,0.35,0.09,0.0067,0.028351,2.826110,[0.808574576498457 0.698522270215337 0.922267739596488 1.29602523184374 0.897835192257265 0.38148682554686] 
49,0.35,0.09,0.0067,0.006267,2.645720,[1.71479018928442 1.83984054250347] 
9,0.35,0.09,0.0067,0.021278,1.082340,[0.842395930103093 1.01879145659977] 
9,0.35,0.09,0.0067,0.007086,3.487540,[0.491486963940695 0.494721764467289 0.797622915420127 1.15990317229662 1.83713687072724 1.20599747339384] 
9,0.35,0.09,0.0067,0.003581,1.924160,[1.83331416560168 1.83713687072724] 
9,0.35,0.09,0.0067,0.018216,2.826110,[0.494721764467289 0.644045831950006 0.471084325663648 0.842395930103093 1.01879145659977 0.619012331895692 0.966100033478148] 
9,0.35,0.09,0.0067,0.013501,2.645720,[0.494721764467289 0.644045831950006 0.471084325663648 0.842395930103093 1.01879145659977 0.145112085818543 0.47390024607715 0.586069935515959 0.380030097962189] 
18,0.3,0.09,0.0067,0.013762,1.082340,[0.76030726899454 0.839247074730544] 
18,0.3,0.09,0.0067,0.019856,3.487540,[0.254268735297369 0.639191679230694 0.377856224136094 0.5736287883745 1.24516028083327 0.839247074730544 0.418637739545625 0.665885384087238 0.462380971525571 0.537385453079704] 
18,0.3,0.09,0.0067,0.023106,1.924160,[0.5736287883745 1.24516028083327 0.839247074730544 0.418637739545625 0.665885384087238] 
18,0.3,0.09,0.0067,0.010504,2.826110,[0.741987967756422 0.484853011838728 0.76030726899454 0.839247074730544 0.418637739545625 1.13605557016531] 
18,0.3,0.09,0.0067,0.029997,2.645720,[0.377856224136094 0.5736287883745 1.24516028083327 1.25788481427617 0.665885384087238 0.462380971525571] 
28,0.3,0.09,0.0067,0.012485,1.082340,0.771531818972116 
28,0.3,0.09,0.0067,0.025256,3.487540,[0.212569409091533 0.677329422410281 0.36000471377439 0.552589708933501 1.2595303305666 1.05073808990672 0.907314067174121 0.554704684862958 0.563509666535908] 
28,0.3,0.09,0.0067,0.024985,1.924160,[0.552589708933501 1.2595303305666 1.05073808990672] 
28,0.3,0.09,0.0067,0.007692,2.826110,[0.972964685095738 0.771531818972116 1.84260348099145] 
28,0.3,0.09,0.0067,0.018399,2.645720,[0.36000471377439 0.552589708933501 0.487998511594487 0.771531818972116 1.05073808990672 0.431942223241769 0.475371843932351 0.554704684862958] 
38,0.3,0.09,0.0067,0.017467,1.082340,0.794866434791021 
38,0.3,0.09,0.0067,0.016220,3.487540,[0.561629003664497 0.455857285264471 0.540807393002583 0.531481481277438 0.794866434791021 1.2264623178835 0.989914645710346 0.764358809827367] 
38,0.3,0.09,0.0067,0.026096,1.924160,[0.540807393002583 0.531481481277438 0.794866434791021 1.02787447599176 0.366046366515033] 
38,0.3,0.09,0.0067,0.007942,2.826110,[1.2873487573136 0.794866434791021 1.65818895975181] 
38,0.3,0.09,0.0067,0.009540,2.645720,[1.05641586756126 0.794866434791021 1.2264623178835 0.989914645710346] 
48,0.3,0.09,0.0067,0.003575,1.082340,[] 
48,0.3,0.09,0.0067,0.028194,3.487540,[0.69251764480174 0.713563669753652 0.597589024011798 0.929722540762963 0.787311892506722 0.7923619909463 0.486219884567182 0.591416292746147] 
48,0.3,0.09,0.0067,0.019363,1.924160,[0.597589024011798 0.929722540762963 0.787311892506722 0.304129911002607 0.488232079943693] 
48,0.3,0.09,0.0067,0.014381,2.826110,[0.713563669753652 0.597589024011798 0.929722540762963 0.787311892506722 0.304129911002607 0.488232079943693 0.486219884567182 0.591416292746147] 
48,0.3,0.09,0.0067,0.019176,2.645720,[0.713563669753652 0.597589024011798 0.929722540762963 0.787311892506722 0.304129911002607 0.488232079943693 0.486219884567182] 
8,0.3,0.09,0.0067,0.016341,1.082340,0.847216916785225 
8,0.3,0.09,0.0067,0.019418,3.487540,[0.507530910841143 0.552025699276992 0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245 0.669939990497536 0.473627301863561 0.543914108324288] 
8,0.3,0.09,0.0067,0.016315,1.924160,[0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245] 
8,0.3,0.09,0.0067,0.021628,2.826110,[0.552025699276992 0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245 0.669939990497536 0.473627301863561] 
8,0.3,0.09,0.0067,0.015671,2.645720,[0.552025699276992 0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245 0.669939990497536 0.473627301863561] 
