cpc,cohesin,e,time,arm_length,distances
0.12,0.09,0.0075,0.000859,1.743770,[] 
0.12,0.09,0.0075,0.001559,1.924160,[] 
0.12,0.09,0.0075,0.009618,1.382990,[0.476815233766231 0.292232561467355 0.586326005844169 0.927641042338745] 
0.12,0.09,0.0075,0.023781,1.202600,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.018739,2.164680,[1.04174476948885 0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.029222,1.322860,0.927641042338745 
0.12,0.09,0.0075,0.004704,2.044420,[0.593912985774676 0.761460815303079 0.488105786635458 0.86982166626013] 
0.12,0.09,0.0075,0.018333,2.405200,[1.04174476948885 0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.009178,1.142470,[0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287] 
0.12,0.09,0.0075,0.002528,1.864030,[] 
0.12,0.09,0.0075,0.026065,2.224810,[1.04174476948885 0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.017558,1.623510,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.009009,1.803900,[0.476815233766231 0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287 0.487062945046721 0.262156547952115] 
0.12,0.09,0.0075,0.004994,2.645720,[1.02028311633073 0.476815233766231 0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287 0.749219492998837] 
0.12,0.09,0.0075,0.010101,1.443120,[0.476815233766231 0.292232561467355 0.586326005844169 0.927641042338745 0.487062945046721] 
0.12,0.09,0.0075,0.002003,1.623510,[] 
0.12,0.09,0.0075,0.019420,1.202600,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.007259,1.683640,[0.476815233766231 0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287 0.487062945046721] 
0.12,0.09,0.0075,0.022520,1.082340,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.008884,2.164680,[0.564929535722623 0.476815233766231 0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287 0.487062945046721 0.262156547952115] 
0.12,0.09,0.0075,0.012444,2.405200,[0.564929535722623 0.476815233766231 0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.001659,1.803900,[] 
0.12,0.09,0.0075,0.000916,1.563380,[] 
0.12,0.09,0.0075,0.005542,1.683640,[0.476815233766231 0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287] 
0.12,0.09,0.0075,0.008046,2.345070,[0.564929535722623 0.476815233766231 0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287 0.487062945046721 0.262156547952115] 
0.12,0.09,0.0075,0.001967,2.164680,[] 
0.12,0.09,0.0075,0.009904,2.645720,[0.554138061158175 0.564929535722623 0.476815233766231 0.292232561467355 0.586326005844169 0.927641042338745 0.487062945046721 0.262156547952115 0.844071663396412] 
0.12,0.09,0.0075,0.001482,2.104550,[] 
0.12,0.09,0.0075,0.003008,1.623510,[] 
0.12,0.09,0.0075,0.002133,1.623510,[] 
0.12,0.09,0.0075,0.026860,1.443120,0.927641042338745 
0.12,0.09,0.0075,0.009258,1.743770,[0.476815233766231 0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287 0.487062945046721 0.262156547952115] 
0.12,0.09,0.0075,0.017570,0.962080,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.011212,3.186890,[0.31768433098944 0.348212191289503 0.554138061158175 0.564929535722623 0.476815233766231 0.292232561467355 0.586326005844169 0.927641042338745 0.749219492998837 0.844071663396412 0.449961054654138] 
0.12,0.09,0.0075,0.028252,1.503250,0.927641042338745 
0.12,0.09,0.0075,0.022040,1.022210,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.026335,0.962080,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.017778,1.443120,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.020471,1.082340,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.011609,0.962080,[0.292232561467355 0.586326005844169 0.927641042338745] 
0.12,0.09,0.0075,0.006627,1.202600,[0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287] 
0.12,0.09,0.0075,0.003896,1.022210,[] 
0.12,0.09,0.0075,0.005118,0.962080,[0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287] 
0.12,0.09,0.0075,0.027853,2.044420,[1.92030333680038 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.001022,1.382990,[] 
0.12,0.09,0.0075,0.026099,1.262730,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.015498,1.924160,[0.564929535722623 0.476815233766231 0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.023981,0.601300,[] 
0.12,0.09,0.0075,0.013278,1.683640,[0.476815233766231 0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.010280,0.901950,[0.292232561467355 0.586326005844169] 
0.12,0.09,0.0075,0.022461,1.864030,[0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.010684,0.962080,[0.292232561467355 0.586326005844169 0.927641042338745] 
0.12,0.09,0.0075,0.016510,2.224810,[0.564929535722623 0.476815233766231 0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.026360,1.803900,[0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.024919,1.864030,[0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.007237,0.962080,[0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287] 
0.12,0.09,0.0075,0.012918,1.202600,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.024570,0.901950,0.878558567311524 
0.12,0.09,0.0075,0.004527,1.924160,[0.761460815303079 0.488105786635458 0.86982166626013] 
0.12,0.09,0.0075,0.022475,1.984290,[1.04174476948885 0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.025989,1.924160,[1.04174476948885 0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.014886,1.382990,[0.476815233766231 0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.016907,1.683640,[0.476815233766231 0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.025243,1.262730,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.029189,1.322860,0.927641042338745 
0.12,0.09,0.0075,0.023424,2.465330,[1.04174476948885 0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.010394,1.202600,[0.292232561467355 0.586326005844169 0.927641042338745] 
0.12,0.09,0.0075,0.014876,1.202600,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.007564,2.765980,[0.554138061158175 0.564929535722623 0.476815233766231 0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287 0.487062945046721 0.262156547952115 0.844071663396412] 
0.12,0.09,0.0075,0.015111,3.848320,[0.348212191289503 0.554138061158175 0.564929535722623 0.476815233766231 0.878558567311524 0.927641042338745 0.749219492998837 0.844071663396412 0.449961054654138] 
0.12,0.09,0.0075,0.002328,1.503250,[] 
0.12,0.09,0.0075,0.029964,2.525460,[1.92030333680038 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.018816,1.322860,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.018279,1.683640,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.002414,3.066630,3.11755741017457 
0.12,0.09,0.0075,0.018059,1.503250,[0.878558567311524 0.927641042338745] 
0.12,0.09,0.0075,0.016136,2.826110,[0.348212191289503 0.554138061158175 0.564929535722623 0.476815233766231 0.878558567311524 0.927641042338745 0.749219492998837 0.844071663396412] 
0.12,0.09,0.0075,0.025356,1.984290,[1.04174476948885 0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.019038,2.104550,[1.04174476948885 0.878558567311524 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.029704,2.044420,[1.92030333680038 0.927641042338745 0.749219492998837] 
0.12,0.09,0.0075,0.003162,1.984290,3.11755741017457 
0.12,0.09,0.0075,0.001791,2.104550,[] 
0.12,0.09,0.0075,0.018417,3.066630,[0.902350252447679 1.04174476948885 0.878558567311524 0.927641042338745 0.749219492998837 0.844071663396412 0.449961054654138] 
0.12,0.09,0.0075,0.020703,3.066630,[0.902350252447679 1.04174476948885 0.878558567311524 0.927641042338745 0.749219492998837 0.844071663396412 0.449961054654138] 
0.12,0.09,0.0075,0.008142,3.848320,[0.31768433098944 0.348212191289503 0.554138061158175 0.564929535722623 0.476815233766231 0.292232561467355 0.586326005844169 0.488105786635458 0.439535255703287 0.487062945046721 0.262156547952115 0.844071663396412 0.449961054654138] 
0.125,0.09,0.0075,0.012659,1.082340,[0.393075556848422 0.638334061400575 0.635515820934725] 
0.125,0.09,0.0075,0.010974,3.487540,[0.281047862200472 0.477589054421612 0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.626426332359807 0.310089435773131 0.409942880322506 0.460461851640165] 
0.125,0.09,0.0075,0.002464,1.924160,[] 
0.125,0.09,0.0075,0.002092,2.826110,[1.73738330544586 1.75382856417153] 
0.125,0.09,0.0075,0.003625,2.645720,[] 
0.125,0.09,0.0075,0.020329,1.443120,[0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.006566,2.044420,[0.714087429248276 0.557296050879187 0.638334061400575 0.635515820934725 0.504284862305382 0.626426332359807] 
0.125,0.09,0.0075,0.007115,1.623510,[0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107] 
0.125,0.09,0.0075,0.000258,1.322860,[] 
0.125,0.09,0.0075,0.021803,2.705850,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.016821,2.886240,[0.834148469051526 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.016550,0.901950,[0.638334061400575 0.635515820934725] 
0.125,0.09,0.0075,0.022253,3.547670,[1.115196331252 0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938 0.870404731962671] 
0.125,0.09,0.0075,0.024722,1.382990,[0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.011794,3.487540,[0.281047862200472 0.477589054421612 0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.626426332359807 0.310089435773131 0.409942880322506 0.460461851640165] 
0.125,0.09,0.0075,0.004074,3.547670,[1.39335490426888 1.43413761648694 1.56420052496295 1.38252065837277] 
0.125,0.09,0.0075,0.005867,3.607800,[0.281047862200472 0.477589054421612 0.356559414629914 1.90971754152804 2.48625933169555 0.460461851640165] 
0.125,0.09,0.0075,0.021590,2.405200,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.020070,1.322860,[0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.001793,2.044420,[] 
0.125,0.09,0.0075,0.011516,3.126760,[0.281047862200472 0.477589054421612 0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.626426332359807 0.310089435773131 0.409942880322506 0.460461851640165] 
0.125,0.09,0.0075,0.014720,2.645720,[0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938 0.409942880322506] 
0.125,0.09,0.0075,0.023198,1.503250,[0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.004428,2.465330,[1.02227669006737 1.02983941127206 0.970655617539212 1.13865755192337] 
0.125,0.09,0.0075,0.014548,2.104550,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.002151,1.082340,[] 
0.125,0.09,0.0075,0.023592,2.886240,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.011795,2.345070,[0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.626426332359807 0.310089435773131] 
0.125,0.09,0.0075,0.007074,2.585590,[0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107 0.626426332359807 0.310089435773131 0.409942880322506] 
0.125,0.09,0.0075,0.002412,2.164680,[1.73738330544586 1.75382856417153] 
0.125,0.09,0.0075,0.002365,0.962080,[] 
0.125,0.09,0.0075,0.027779,2.345070,[0.513460053162098 1.39625748836594 1.13980068324011 0.936515768132938] 
0.125,0.09,0.0075,0.006131,3.066630,[0.281047862200472 0.477589054421612 0.356559414629914 0.879878130255981 1.02983941127206 0.635515820934725 0.504284862305382 0.821467232740756 0.524991415714688 0.460461851640165] 
0.125,0.09,0.0075,0.028648,3.066630,[1.115196331252 0.513460053162098 1.39625748836594 1.13980068324011 0.936515768132938 0.870404731962671] 
0.125,0.09,0.0075,0.010175,2.164680,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107 0.626426332359807 0.310089435773131] 
0.125,0.09,0.0075,0.028748,1.082340,[] 
0.125,0.09,0.0075,0.010275,2.345070,[0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107 0.626426332359807 0.310089435773131] 
0.125,0.09,0.0075,0.001898,2.525460,[] 
0.125,0.09,0.0075,0.018338,2.104550,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.016635,3.607800,[0.281047862200472 0.834148469051526 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938 0.870404731962671] 
0.125,0.09,0.0075,0.027138,2.525460,[0.513460053162098 1.39625748836594 1.13980068324011 0.936515768132938] 
0.125,0.09,0.0075,0.006024,1.563380,[1.02983941127206 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.023579,2.104550,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.010408,2.284940,[0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107 0.626426332359807 0.310089435773131] 
0.125,0.09,0.0075,0.029099,2.946370,[0.513460053162098 1.39625748836594 1.13980068324011 0.936515768132938 0.870404731962671] 
0.125,0.09,0.0075,0.025024,2.345070,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.021304,1.864030,[0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.006432,1.382990,[0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.000461,2.765980,[] 
0.125,0.09,0.0075,0.006285,1.683640,[1.02983941127206 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.016052,3.667930,[0.281047862200472 0.834148469051526 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938 0.870404731962671] 
0.125,0.09,0.0075,0.003244,2.585590,[] 
0.125,0.09,0.0075,0.025545,0.901950,[0.638334061400575 0.635515820934725] 
0.125,0.09,0.0075,0.027251,1.563380,[1.39625748836594 1.13980068324011] 
0.125,0.09,0.0075,0.009984,1.382990,[0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107] 
0.125,0.09,0.0075,0.014035,2.104550,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.000085,1.924160,[] 
0.125,0.09,0.0075,0.009300,1.382990,[0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107] 
0.125,0.09,0.0075,0.014513,1.503250,[0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.007840,1.623510,[0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107] 
0.125,0.09,0.0075,0.020430,2.044420,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.029918,1.563380,[1.39625748836594 1.13980068324011] 
0.125,0.09,0.0075,0.017061,1.082340,[0.393075556848422 0.638334061400575 0.635515820934725] 
0.125,0.09,0.0075,0.007932,2.284940,[0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107 0.626426332359807 0.310089435773131] 
0.125,0.09,0.0075,0.027763,1.382990,1.13980068324011 
0.125,0.09,0.0075,0.001920,1.563380,[] 
0.125,0.09,0.0075,0.018726,2.044420,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.028351,1.563380,[1.39625748836594 1.13980068324011] 
0.125,0.09,0.0075,0.015437,2.465330,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.028600,1.142470,1.13980068324011 
0.125,0.09,0.0075,0.008131,1.022210,[0.638334061400575 0.635515820934725 0.363266195067275] 
0.125,0.09,0.0075,0.015752,1.803900,[0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.027235,1.202600,1.13980068324011 
0.125,0.09,0.0075,0.006416,1.984290,[1.90971754152804 0.635515820934725 0.504284862305382 0.626426332359807] 
0.125,0.09,0.0075,0.024710,1.382990,[0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.004134,1.743770,[1.43413761648694 1.56420052496295] 
0.125,0.09,0.0075,0.013081,2.224810,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.626426332359807 0.310089435773131] 
0.125,0.09,0.0075,0.026155,2.104550,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.021045,2.164680,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.014850,1.022210,[0.638334061400575 0.635515820934725] 
0.125,0.09,0.0075,0.018213,2.525460,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.002324,0.781690,[] 
0.125,0.09,0.0075,0.007213,1.262730,[0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107] 
0.125,0.09,0.0075,0.000769,1.864030,[] 
0.125,0.09,0.0075,0.025285,1.984290,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.000443,2.224810,[] 
0.125,0.09,0.0075,0.016440,2.164680,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.003574,1.803900,[1.43413761648694 1.56420052496295] 
0.125,0.09,0.0075,0.017558,1.623510,[0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.018581,2.525460,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.022307,2.164680,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.009254,1.202600,[0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107] 
0.125,0.09,0.0075,0.027367,2.224810,[0.513460053162098 1.39625748836594 1.13980068324011 0.936515768132938] 
0.125,0.09,0.0075,0.023357,2.164680,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.003017,2.465330,[] 
0.125,0.09,0.0075,0.008392,1.022210,[0.638334061400575 0.635515820934725 0.363266195067275] 
0.125,0.09,0.0075,0.027092,1.202600,1.13980068324011 
0.125,0.09,0.0075,0.003316,1.984290,[] 
0.125,0.09,0.0075,0.023576,1.984290,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.003052,1.443120,1.43413761648694 
0.125,0.09,0.0075,0.022920,2.044420,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.019759,0.962080,[0.638334061400575 0.635515820934725] 
0.125,0.09,0.0075,0.023073,1.864030,[0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.027812,1.683640,[1.39625748836594 1.13980068324011] 
0.125,0.09,0.0075,0.005278,1.803900,[1.02983941127206 0.970655617539212] 
0.125,0.09,0.0075,0.000609,2.164680,[] 
0.125,0.09,0.0075,0.024873,2.645720,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.014117,2.044420,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.003241,2.645720,[] 
0.125,0.09,0.0075,0.002657,2.044420,[1.73738330544586 1.75382856417153] 
0.125,0.09,0.0075,0.003433,1.503250,1.43413761648694 
0.125,0.09,0.0075,0.005009,2.525460,[0.356559414629914 0.879878130255981 1.02983941127206 0.970655617539212 0.990612298441651 0.524991415714688] 
0.125,0.09,0.0075,0.029008,2.525460,[0.513460053162098 1.39625748836594 1.13980068324011 0.936515768132938] 
0.125,0.09,0.0075,0.008530,1.563380,[0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107] 
0.125,0.09,0.0075,0.017867,2.465330,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.025417,4.209100,[1.115196331252 0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938 0.870404731962671] 
0.125,0.09,0.0075,0.007300,1.322860,[0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107] 
0.125,0.09,0.0075,0.021684,3.667930,[1.115196331252 0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938 0.870404731962671] 
0.125,0.09,0.0075,0.011951,2.465330,[0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.626426332359807 0.310089435773131] 
0.125,0.09,0.0075,0.009261,3.066630,[0.281047862200472 0.477589054421612 0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107 0.626426332359807 0.310089435773131 0.409942880322506 0.460461851640165] 
0.125,0.09,0.0075,0.019493,0.781690,[0.638334061400575 0.635515820934725] 
0.125,0.09,0.0075,0.011682,1.743770,[0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.003557,2.705850,[1.43413761648694 1.56420052496295] 
0.125,0.09,0.0075,0.029172,3.848320,[1.115196331252 0.513460053162098 1.39625748836594 1.13980068324011 0.936515768132938 0.870404731962671] 
0.125,0.09,0.0075,0.015450,1.202600,[0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.015135,2.645720,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938 0.409942880322506] 
0.125,0.09,0.0075,0.009688,3.487540,[0.281047862200472 0.477589054421612 0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107 0.626426332359807 0.310089435773131 0.409942880322506 0.460461851640165] 
0.125,0.09,0.0075,0.005879,3.547670,[0.281047862200472 0.477589054421612 0.356559414629914 0.879878130255981 1.02983941127206 0.970655617539212 0.990612298441651 0.524991415714688 0.460461851640165] 
0.125,0.09,0.0075,0.025717,3.006500,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938 0.870404731962671] 
0.125,0.09,0.0075,0.007983,3.006500,[0.477589054421612 0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107 0.626426332359807 0.310089435773131 0.409942880322506 0.460461851640165] 
0.125,0.09,0.0075,0.029922,2.886240,[0.513460053162098 1.39625748836594 1.13980068324011 0.936515768132938] 
0.125,0.09,0.0075,0.016434,0.841820,[0.638334061400575 0.635515820934725] 
0.125,0.09,0.0075,0.028703,2.946370,[0.513460053162098 1.39625748836594 1.13980068324011 0.936515768132938 0.870404731962671] 
0.125,0.09,0.0075,0.008032,1.262730,[0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107] 
0.125,0.09,0.0075,0.007916,2.405200,[0.356559414629914 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107 0.626426332359807 0.310089435773131] 
0.125,0.09,0.0075,0.009235,0.721560,[0.638334061400575 0.635515820934725] 
0.125,0.09,0.0075,0.016603,1.984290,[0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.011266,1.683640,[0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.007321,1.563380,[0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.363266195067275 0.141018667238107] 
0.125,0.09,0.0075,0.020142,1.743770,[0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.007782,0.841820,[0.638334061400575 0.635515820934725] 
0.125,0.09,0.0075,0.028638,1.503250,[1.39625748836594 1.13980068324011] 
0.125,0.09,0.0075,0.014819,1.803900,[0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.012740,1.262730,[0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.016908,4.148970,[0.281047862200472 0.834148469051526 0.513460053162098 0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938 0.870404731962671] 
0.125,0.09,0.0075,0.018256,1.743770,[0.364847870116943 0.393075556848422 0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.024030,2.345070,[0.513460053162098 0.757923426965365 0.638334061400575 0.635515820934725 0.504284862305382 0.936515768132938] 
0.125,0.09,0.0075,0.026225,1.322860,[0.638334061400575 0.635515820934725 0.504284862305382] 
0.125,0.09,0.0075,0.004762,1.683640,[1.02983941127206 0.970655617539212] 
0.125,0.09,0.0075,0.002655,1.202600,[] 
