date,name,language,nx,epsilon,dt,tol,timesteps,max_it_CH,time (secs)
NaN,critical radius alpha,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,1000,10000,18.813758743
NaN,critical radius alpha,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,1000,10000,18.797320928
NaN,critical radius alpha,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,1000,10000,19.051418086
NaN,critical radius alpha,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,190.737317244
NaN,critical radius alpha,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,211.202878931
NaN,critical radius alpha,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,178.576699008
NaN,critical radius alpha,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,117.415589431
NaN,critical radius alpha,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,107.421584633
NaN,critical radius alpha,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,185.433486574
NaN,critical radius alpha,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,177.288616803
NaN,CPC_geometry,Julia,512,0.007504684956431058,1.52587890625e-6,1.0e-5,19660,10000,6963.540681864
2024-06-20T14:42:06.772,spinodal_smoothed,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,800,10000,30.131728206
2024-06-20T14:52:00.718,spinodal_smoothed,Julia,128,0.015009369912862116,6.25e-6,1.0e-6,3200,10000,266.366550349
2024-06-20T15:28:44.967,spinodal_smoothed,Julia,128,0.015009369912862116,6.25e-6,1.0e-6,3200,10000,253.571811277
2024-06-20T15:36:32.831,spinodal_smoothed,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,800,10000,50.369104102
2024-06-20T15:56:42.358,spinodal_smoothed,Julia,128,0.007504684956431058,2.5e-5,1.0e-6,800,10000,49.043460069
NaN,critical radius alpha,Julia,256,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,1095.394060455
NaN,critical radius alpha,Julia,256,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,768.157019985
NaN,critical radius alpha,Julia,256,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,821.6532537
NaN,critical radius alpha,Julia,256,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,643.610540851
NaN,critical radius alpha,Julia,256,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,624.859314013
NaN,critical radius alpha,Julia,256,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,775.464705082
NaN,critical radius alpha,Julia,256,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,757.181561488
NaN,critical radius alpha,Julia,512,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,5202.831717781
NaN,critical radius alpha,Julia,512,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,4802.904128212
NaN,critical radius alpha,Julia,512,0.015009369912862116,2.5e-5,1.0e-6,10000,10000,5153.814408253
2024-06-21T10:02:42.333,spinodal_smoothed_t=1,Julia,128,0.015009369912862116,6.25e-6,1.0e-6,3200,10000,66.907144011
2024-06-21T10:03:49.795,spinodal_smoothed_t=1,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,800,10000,18.97668736
2024-06-21T10:28:54.432,spinodal_smoothed_t=1,Julia,128,0.015009369912862116,6.25e-6,1.0e-6,3200,10000,72.672001566
2024-06-21T10:30:07.833,spinodal_smoothed_t=1,Julia,128,0.015009369912862116,2.5e-5,1.0e-6,800,10000,23.475851819
2024-06-21T13:05:40.652,spinodal_periodic,Julia,128,0.015009369912862116,6.25e-6,1.0e-6,3200,10000,70.14176289
NaN,CPC_geometry,Julia,128,0.007504684956431058,2.5e-5,1.0e-5,1000,10000,14.649283377
NaN,CPC_geometry,Julia,256,0.007504684956431058,2.5e-5,1.0e-5,1000,10000,66.236854505
NaN,CPC_geometry,Julia,512,0.007504684956431058,2.5e-5,1.0e-5,1000,10000,488.290477784
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.007504684956431058,2.5e-5,1.0e-5,1000,10000,79.033331801
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.007504684956431058,2.5e-5,1.0e-5,1000,10000,92.77057843
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.015009369912862116,2.5e-5,1.0e-5,1000,10000,89.552500165
NaN,CPC_geometry_alpha_-0.5,Julia,128,0.08,2.5e-5,1.0e-5,2000,10000,71.515823796
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,341.762044541
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,356.622855875
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,339.481047762
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,283.681247894
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,319.62040494
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,327.477233068
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,331.543889986
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,330.402761123
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,328.041108164
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,334.71044229
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,331.482548087
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,344.736881398
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,345.788121213
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,318.36935457
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,332.145486591
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,359.240295126
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,355.468219637
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,752.781027245
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,358.482228786
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,600.884454918
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,620.420314648
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,475.737713538
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,434.747096316
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,462.278792055
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,734.438206555
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,577.707143125
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,6974.418633981
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,226.915860745
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,375.421204172
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,623.154341083
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,856.940292333
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,1145.588619365
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,727.611698675
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,325.105261703
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,300.922621721
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,271.227431104
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,291.564433265
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,312.431841589
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,291.572275389
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,298.99436147
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,356.966019515
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,1699.143526748
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,195.019299448
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,291.041555864
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,407.533273317
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,582.607744254
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,1059.676726502
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,1288.229988402
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,569.64192188
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,511.374790369
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,748.225516146
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,689.012972115
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,595.409782733
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,760.986088787
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,506.147563486
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,532.297216792
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,453.805088083
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,189.455032198
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,251.675044197
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.08,2.5e-5,1.0e-5,2000,10000,216.796796522
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,227.068700361
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,240.3364781
NaN,CPC_geometry_alpha_-0.5,Julia,256,0.14,2.5e-5,1.0e-5,2000,10000,236.051760611
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,281.038356562
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,210.029123111
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,162.195160074
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,161.517448927
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,157.69146214
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,20435.114865712
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,9497.043242842
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,27089.882300947
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,152.22674262
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,147.375213993
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,149.268995082
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,150.345025143
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,150.046959838
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,153.05432711
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,149.895803979
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,144.370179198
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,145.890234163
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,147.213106503
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,149.853818141
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,152.634990447
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,151.170356988
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,147.581229763
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,150.067225837
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,148.041042624
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,148.317582759
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,149.317770663
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,149.892886595
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,153.337542474
NaN,CPC_geometry_alpha_0,Julia,256,0.01,2.5e-5,1.0e-5,2000,10000,148.380405693
NaN,CPC_geometry_alpha_0,Julia,256,0.01,2.5e-5,1.0e-5,2000,10000,138.299632817
NaN,CPC_geometry_alpha_0,Julia,256,0.01,2.5e-5,1.0e-5,2000,10000,155.186681844
NaN,CPC_geometry_alpha_0,Julia,256,0.01,2.5e-5,1.0e-5,2000,10000,191.262669209
NaN,CPC_geometry_alpha_0,Julia,256,0.01,2.5e-5,1.0e-5,2000,10000,195.960698213
NaN,CPC_geometry_alpha_0,Julia,256,0.01,2.5e-5,1.0e-5,2000,10000,347.982315817
NaN,CPC_geometry_alpha_0,Julia,256,0.01,2.5e-5,1.0e-5,2000,10000,354.657346099
NaN,CPC_geometry_alpha_0,Julia,256,0.01,2.5e-5,1.0e-5,2000,10000,334.583791106
NaN,CPC_geometry_alpha_0,Julia,256,0.01,2.5e-5,1.0e-5,2000,10000,330.791285154
NaN,CPC_geometry_alpha_0,Julia,256,0.01,2.5e-5,1.0e-5,2000,10000,187.006350582
NaN,CPC_geometry_alpha_0,Julia,256,0.01,2.5e-5,1.0e-5,2000,10000,533.934765625
NaN,CPC_geometry_alpha_0,Julia,256,0.01,2.5e-5,1.0e-5,2000,10000,862.903888483
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,220.445074337
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,396.247565134
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,548.507580569
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,774.69170746
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,521.59104882
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,333.532226342
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,297.564259201
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,343.28297888
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,421.544106232
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,282.594246274
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,277.014537262
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,280.024565429
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,237.393734623
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,167.262681558
NaN,CPC_geometry_alpha_0,Julia,256,0.04,2.5e-5,1.0e-5,2000,10000,164.311628759
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,172.458581738
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,290.334191376
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,229.521388553
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,630.57796997
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,568.15657516
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,209.482010314
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,157.065972003
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,152.675972868
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,226.602121269
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,198.482438577
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,164.149918419
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,167.172202354
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,216.997782508
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,183.644844265
NaN,CPC_geometry_alpha_0,Julia,256,0.0125,2.5e-5,1.0e-5,2000,10000,189.148522592
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,483.913104932
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,521.841612873
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,499.746230662
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,326.311747746
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,308.008053829
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,183.061330438
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,220.714633828
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,232.378150857
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,227.593661732
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,225.84661092
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,151.229881662
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,153.146209905
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,224.42815051
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,223.963924005
NaN,CPC_geometry_alpha_0,Julia,256,0.0031,2.5e-5,1.0e-5,2000,10000,223.057694961
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,97.442453249
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,138.235546005
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,312.676710983
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,272.76571606
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,106.936782891
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,149.029232881
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,171.942792387
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,181.020637436
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,197.163103484
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,137.434903961
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,141.200606916
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,144.589050462
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,161.128932433
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,149.476515575
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,125.334547508
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,136.787066809
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,136.350541259
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,140.399343148
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,251.570970869
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,191.386538275
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,208.42440857
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,242.852571523
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,163.444793994
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,164.763228925
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,163.81128711
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,157.187660487
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,166.047869649
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,168.646106774
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,164.420058576
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,167.211360876
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,287.536703068
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,250.250472923
